timestamp,maid_apple_idfa_or_google_aaid,app_context,event_type,partner_chain_exposure,location_permission_granted,app_tracking_transparency_opt_in,source_feed
2026-04-26T20:10:05Z,4D5D182F-F425-4C5C-8903-484327F69C52,Daily News Aggregator,ad_click,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-26T19:30:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,WeatherApp Pro,app_open,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-26T19:09:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,Daily News Aggregator,location_ping,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-26T19:06:05Z,75C4DDA6-FC7C-4CD6-97AE-EF4968A5BCEA,Daily News Aggregator,ad_click,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-26T16:03:05Z,B22F2BBF-4230-4DA2-8D4D-0CC1D2BDB199,Budgeting Tool,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,False,Synthetic (Real Rails Demo)
2026-04-26T14:05:05Z,A1678FE7-98D5-4641-878E-B613A823F403,Budgeting Tool,app_open,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-26T13:43:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Daily News Aggregator,location_ping,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-26T13:40:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,FitnessTracker Plus,location_ping,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-26T13:10:05Z,EE7E52CB-40A0-4332-A364-CAA88D309FB0,WeatherApp Pro,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-26T12:46:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,WeatherApp Pro,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,True,Synthetic (Real Rails Demo)
2026-04-26T11:30:05Z,7DF1164F-E83C-46A1-AEAC-CFE2D4BBF619,FitnessTracker Plus,background_sync,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-26T09:54:05Z,7268C0EB-E4F0-422A-8583-0B55F1D1A685,WeatherApp Pro,background_sync,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-26T09:49:05Z,A0C12E99-8709-4CAE-8475-31B8D57A4221,Daily News Aggregator,ad_bid_request,App -> Location_Monetizer -> HedgeFund_Data,False,False,Synthetic (Real Rails Demo)
2026-04-26T05:27:05Z,64F26D6E-2C3B-4E2C-A97D-F220901711FB,Daily News Aggregator,ad_click,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-26T04:01:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,FitnessTracker Plus,app_open,App -> Location_Monetizer -> HedgeFund_Data,True,True,Synthetic (Real Rails Demo)
2026-04-26T03:15:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,WeatherApp Pro,ad_bid_request,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,True,Synthetic (Real Rails Demo)
2026-04-26T01:48:05Z,63F11763-7D52-4101-AC1F-5FF145A2AEDC,WeatherApp Pro,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-25T20:59:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,WeatherApp Pro,ad_bid_request,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-25T20:09:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,Budgeting Tool,ad_bid_request,App -> Location_Monetizer -> HedgeFund_Data,True,True,Synthetic (Real Rails Demo)
2026-04-25T12:45:05Z,42716A69-B118-4DCD-A2BF-CE57CEB57535,WeatherApp Pro,background_sync,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-25T09:48:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,FitnessTracker Plus,app_open,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-25T09:04:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,Budgeting Tool,ad_bid_request,App -> AdNetwork_B -> SSP_Y,True,True,Synthetic (Real Rails Demo)
2026-04-25T05:13:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,Casual Puzzle Game,ad_click,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-25T04:48:05Z,A94DE30D-9D9F-4237-807F-34F49488BDFD,Budgeting Tool,background_sync,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-25T04:31:05Z,15F322A9-DB68-4B35-B7AB-7F0C35FF0961,Daily News Aggregator,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-24T23:47:05Z,50B8F242-E062-410F-A6E8-D82BFEF8BF6D,Budgeting Tool,ad_click,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-24T23:18:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,FitnessTracker Plus,ad_click,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-24T22:48:05Z,FDD6D429-679B-415D-8871-CF060968BE77,WeatherApp Pro,ad_bid_request,App -> AdNetwork_B -> SSP_Y,True,True,Synthetic (Real Rails Demo)
2026-04-24T22:35:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,WeatherApp Pro,ad_bid_request,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-24T21:35:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,Budgeting Tool,ad_bid_request,App -> Location_Monetizer -> HedgeFund_Data,True,True,Synthetic (Real Rails Demo)
2026-04-24T18:13:05Z,29C4A292-5DB7-43D0-A216-EABEF998E910,Budgeting Tool,location_ping,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-24T16:59:05Z,4F7E259C-4E51-4AA3-903F-B06CE23A3A85,WeatherApp Pro,location_ping,App -> Location_Monetizer -> HedgeFund_Data,True,True,Synthetic (Real Rails Demo)
2026-04-24T14:58:05Z,FDD6D429-679B-415D-8871-CF060968BE77,WeatherApp Pro,app_open,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,False,Synthetic (Real Rails Demo)
2026-04-24T13:45:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,Casual Puzzle Game,background_sync,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-24T12:27:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,Budgeting Tool,app_open,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-24T12:01:05Z,481FF22C-C922-4514-A586-6BE1250FBEFF,Casual Puzzle Game,background_sync,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,False,Synthetic (Real Rails Demo)
2026-04-24T11:38:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,WeatherApp Pro,ad_bid_request,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-24T11:17:05Z,66447001-9A3F-4EDD-8957-0F4EA3742BE4,Budgeting Tool,background_sync,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-24T10:47:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,WeatherApp Pro,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-24T09:43:05Z,57BDC469-F832-4C84-A053-99D26F539291,WeatherApp Pro,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-24T09:02:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,WeatherApp Pro,location_ping,App -> Internal Analytics,False,True,Synthetic (Real Rails Demo)
2026-04-24T08:53:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,FitnessTracker Plus,background_sync,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-24T07:49:05Z,15C683D7-F8D2-49EA-A7EE-51E0807A75E2,WeatherApp Pro,ad_bid_request,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-24T07:11:05Z,47A8B091-CEC1-4978-A18E-A20F6A94ED36,Casual Puzzle Game,ad_bid_request,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-24T07:06:05Z,5E0CAB03-755E-4716-BF2D-23960109BF0D,FitnessTracker Plus,ad_click,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,True,Synthetic (Real Rails Demo)
2026-04-24T06:03:05Z,A39FCA8B-0ACA-4F7F-B1B6-5634345AC715,Budgeting Tool,location_ping,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-24T06:01:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,Budgeting Tool,ad_click,App -> Location_Monetizer -> HedgeFund_Data,True,True,Synthetic (Real Rails Demo)
2026-04-24T04:16:05Z,61EF5195-623F-41D3-82F6-BC570D5D8A40,Casual Puzzle Game,ad_bid_request,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-24T02:13:05Z,9EEA4FF3-CEC8-42AE-A131-26E65F5B59ED,Casual Puzzle Game,location_ping,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,True,Synthetic (Real Rails Demo)
2026-04-23T23:04:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,Budgeting Tool,app_open,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-23T21:12:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,Budgeting Tool,location_ping,App -> Location_Monetizer -> HedgeFund_Data,False,False,Synthetic (Real Rails Demo)
2026-04-23T21:01:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,Casual Puzzle Game,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-23T19:54:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Daily News Aggregator,ad_click,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-23T19:23:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Casual Puzzle Game,location_ping,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-23T16:30:05Z,1FA79FF2-F487-4899-AFFA-C730E5908278,Budgeting Tool,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,False,Synthetic (Real Rails Demo)
2026-04-23T15:04:05Z,986FB798-AA0A-49FC-B639-2D0867B10B3A,Casual Puzzle Game,location_ping,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-23T10:18:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,FitnessTracker Plus,ad_bid_request,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-23T07:53:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,WeatherApp Pro,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-23T07:14:05Z,FDD6D429-679B-415D-8871-CF060968BE77,Daily News Aggregator,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-23T04:43:05Z,198B4C0A-9604-402D-A728-B86B90EDB3AC,WeatherApp Pro,ad_click,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-23T04:20:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,Daily News Aggregator,app_open,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-23T03:24:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,WeatherApp Pro,location_ping,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-23T02:27:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,Casual Puzzle Game,location_ping,App -> Internal Analytics,False,True,Synthetic (Real Rails Demo)
2026-04-23T01:07:05Z,41385900-1B13-404E-A489-E1427CA36018,Casual Puzzle Game,background_sync,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-22T23:51:05Z,FDD6D429-679B-415D-8871-CF060968BE77,WeatherApp Pro,background_sync,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-22T23:26:05Z,A0FB80D6-51D2-438D-8E9A-3F3305BDD5B3,Daily News Aggregator,ad_click,App -> AdNetwork_B -> SSP_Y,True,True,Synthetic (Real Rails Demo)
2026-04-22T22:05:05Z,A1678FE7-98D5-4641-878E-B613A823F403,Casual Puzzle Game,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-22T22:00:05Z,5F51CF2C-4F92-42E8-B352-99CBFFE32363,Daily News Aggregator,ad_click,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-22T21:42:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,WeatherApp Pro,app_open,App -> Location_Monetizer -> HedgeFund_Data,False,True,Synthetic (Real Rails Demo)
2026-04-22T20:45:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,FitnessTracker Plus,ad_bid_request,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-22T19:58:05Z,69E2A94D-98CE-4611-BFE2-9D0D3F7B2932,WeatherApp Pro,background_sync,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-22T19:30:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,Budgeting Tool,ad_click,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-22T19:00:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,FitnessTracker Plus,app_open,App -> AdNetwork_B -> SSP_Y,False,False,Synthetic (Real Rails Demo)
2026-04-22T18:32:05Z,FDD6D429-679B-415D-8871-CF060968BE77,Daily News Aggregator,app_open,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-22T16:51:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,Daily News Aggregator,background_sync,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-22T13:13:05Z,A1678FE7-98D5-4641-878E-B613A823F403,Daily News Aggregator,app_open,App -> AdNetwork_B -> SSP_Y,False,False,Synthetic (Real Rails Demo)
2026-04-22T12:51:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,Daily News Aggregator,background_sync,App -> Location_Monetizer -> HedgeFund_Data,True,True,Synthetic (Real Rails Demo)
2026-04-22T10:34:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,WeatherApp Pro,background_sync,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-22T10:16:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,FitnessTracker Plus,app_open,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-22T10:06:05Z,FDD6D429-679B-415D-8871-CF060968BE77,FitnessTracker Plus,ad_click,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,True,Synthetic (Real Rails Demo)
2026-04-22T09:09:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Daily News Aggregator,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-22T07:20:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,WeatherApp Pro,ad_bid_request,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-22T06:34:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,FitnessTracker Plus,app_open,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-22T04:03:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Daily News Aggregator,ad_bid_request,App -> Location_Monetizer -> HedgeFund_Data,True,True,Synthetic (Real Rails Demo)
2026-04-22T03:09:05Z,36793ADC-E95A-4000-B815-D0D8EFD70452,Budgeting Tool,background_sync,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,False,Synthetic (Real Rails Demo)
2026-04-22T02:10:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,FitnessTracker Plus,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-21T22:43:05Z,0E7652CB-4BB9-4849-BDCA-239A2DE50A84,Casual Puzzle Game,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-21T21:18:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,Budgeting Tool,background_sync,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-21T21:15:05Z,4FB00F14-C558-4A82-B19E-66BBEDB481C2,WeatherApp Pro,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-21T21:12:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,Casual Puzzle Game,app_open,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-21T16:16:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,FitnessTracker Plus,app_open,App -> Location_Monetizer -> HedgeFund_Data,False,False,Synthetic (Real Rails Demo)
2026-04-21T13:27:05Z,0DF6E596-92BD-4592-A28F-4691247DEB85,Casual Puzzle Game,location_ping,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-21T12:25:05Z,FDD6D429-679B-415D-8871-CF060968BE77,WeatherApp Pro,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,True,Synthetic (Real Rails Demo)
2026-04-21T09:35:05Z,D2C9833E-AC6C-477B-B42F-52F5C74055A0,Daily News Aggregator,app_open,App -> AdNetwork_B -> SSP_Y,False,False,Synthetic (Real Rails Demo)
2026-04-21T07:33:05Z,A1678FE7-98D5-4641-878E-B613A823F403,Casual Puzzle Game,app_open,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-21T05:32:05Z,7BF818F5-BE92-43E5-B5BE-B3161C18445E,FitnessTracker Plus,app_open,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-21T02:14:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,Casual Puzzle Game,ad_click,App -> AdNetwork_B -> SSP_Y,True,True,Synthetic (Real Rails Demo)
2026-04-21T00:49:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,WeatherApp Pro,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-21T00:41:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,Daily News Aggregator,app_open,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-21T00:37:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,Budgeting Tool,location_ping,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-20T21:57:05Z,CEFB5407-505E-429C-AC48-B401E10D41B6,Budgeting Tool,ad_click,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-20T21:53:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,FitnessTracker Plus,app_open,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-20T21:34:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,FitnessTracker Plus,app_open,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
